"130","1000","bobspencer@dci.org","2023-11-30","20:41:24","true"
"133","1001","jsmith@dci.de","2023-11-30","20:54:32","true"
"102","1000","bobspencer@dci.org","2023-11-28","23:14:57","true"
"117","1001","jsmith@dci.de","2023-11-30","14:55:05","true"
"108","1001","jsmith@dci.de","2023-11-30","10:29:14","true"
"123","1001","jsmith@dci.de","2023-11-30","18:46:44","true"
"135","1001","jsmith@dci.de","2023-12-04","20:33:38","false"
"105","1001","jsmith@dci.de","2023-11-29","10:26:15","false"
"107","1001","jsmith@dci.de","2023-11-29","20:08:01","true"
"110","1001","jsmith@dci.de","2023-11-30","14:14:17","true"
"100","1000","bobspencer@dci.org","2023-11-28","23:10:52","false"
"101","1000","bobspencer@dci.org","2023-11-28","23:10:54","true"
"113","1001","jsmith@dci.de","2023-11-30","14:22:38","true"
"120","1001","jsmith@dci.de","2023-11-30","18:33:12","false"
"114","1001","jsmith@dci.de","2023-11-30","14:28:10","true"
"109","1001","jsmith@dci.de","2023-11-30","12:11:12","true"
"121","1001","jsmith@dci.de","2023-11-30","18:39:09","false"
"122","1001","jsmith@dci.de","2023-11-30","18:44:54","true"
"126","1001","jsmith@dci.de","2023-11-30","19:50:37","true"
"111","1001","jsmith@dci.de","2023-11-30","14:16:00","true"
"129","1000","bobspencer@dci.org","2023-11-30","20:40:31","true"
"112","1001","jsmith@dci.de","2023-11-30","14:18:04","true"
"103","1000","bobspencer@dci.org","2023-11-28","23:15:08","true"
"104","1000","bobspencer@dci.org","2023-11-29","10:18:57","true"
"125","1001","jsmith@dci.de","2023-11-30","19:47:29","true"
"118","1001","jsmith@dci.de","2023-11-30","14:59:02","true"
"119","1001","jsmith@dci.de","2023-11-30","18:17:03","true"
"128","1001","jsmith@dci.de","2023-11-30","20:36:40","true"
"131","1001","jsmith@dci.de","2023-11-30","20:45:57","true"
"132","1001","jsmith@dci.de","2023-11-30","20:50:28","true"
"134","1001","jsmith@dci.de","2023-11-30","21:03:39","true"
"115","1001","jsmith@dci.de","2023-11-30","14:31:46","true"
"106","1001","jsmith@dci.de","2023-11-29","20:05:02","true"
"127","1001","jsmith@dci.de","2023-11-30","20:29:03","true"
"124","1001","jsmith@dci.de","2023-11-30","18:49:30","true"
"116","1001","jsmith@dci.de","2023-11-30","14:35:18","true"
